target_user,other_user,No_common_users
50855,133282,2
50855,18852,2
50855,133341,2
50855,18858,2
50855,133343,2
50855,133353,2
50855,133354,2
50855,133362,2
50855,133380,2
50855,50130,2
50855,50137,2
50855,18880,2
50855,133390,2
50855,133395,2
50855,133431,2
50855,133435,2
50855,133447,2
50855,50161,2
50855,133467,2
50855,50167,2
50855,133470,2
50855,133476,2
50855,50173,2
50855,133481,2
50855,133505,2
50855,18951,2
50855,50181,2
50855,133508,2
50855,50191,2
50855,133518,2
50855,133524,2
50855,133541,2
50855,50210,2
50855,133545,2
50855,133568,2
50855,50221,2
50855,18987,2
50855,133622,2
50855,50231,2
50855,18992,2
50855,133636,2
50855,133637,2
50855,133660,2
50855,133684,2
50855,19006,2
50855,133695,2
50855,19028,2
50855,133719,2
50855,19040,2
50855,133744,2
50855,133747,2
50855,19046,2
50855,133755,2
50855,133758,2
50855,50257,2
50855,133787,2
50855,133809,2
50855,133818,2
50855,133848,2
50855,133862,2
50855,133925,2
50855,19085,2
50855,50300,2
50855,19088,2
50855,50303,2
50855,50309,2
50855,19104,2
50855,50316,2
50855,133927,2
50855,50327,2
50855,19124,2
50855,19128,2
50855,133931,2
50855,133932,2
50855,50335,2
50855,19139,2
50855,19140,2
50855,133946,2
50855,133989,2
50855,19147,2
50855,19149,2
50855,134012,2
50855,19152,2
50855,134029,2
50855,19156,2
50855,19159,2
50855,134036,2
50855,134050,2
50855,134057,2
50855,134071,2
50855,134083,2
50855,134148,2
50855,134154,2
50855,50372,2
50855,134159,2
50855,134197,2
50855,19207,2
50855,134210,2
50855,19212,2
50855,134232,2
50855,50389,2
50855,134238,2
50855,134279,2
50855,134286,2
50855,134302,2
50855,134331,2
50855,19237,2
50855,134405,2
50855,134411,2
50855,134418,2
50855,134419,2
50855,19258,2
50855,19261,2
50855,134425,2
50855,134440,2
50855,134441,2
50855,134517,2
50855,134538,2
50855,50451,2
50855,134542,2
50855,134567,2
50855,134570,2
50855,50462,2
50855,19290,2
50855,134580,2
50855,19293,2
50855,134588,2
50855,134589,2
50855,134593,2
50855,134595,2
50855,50487,2
50855,134602,2
50855,50491,2
50855,19345,2
50855,19346,2
50855,134607,2
50855,19351,2
50855,19353,2
50855,19354,2
50855,50497,2
50855,19368,2
50855,134619,2
50855,134641,2
50855,19377,2
50855,50507,2
50855,19387,2
50855,134642,2
50855,134662,2
50855,19401,2
50855,134664,2
50855,134667,2
50855,50551,2
50855,50552,2
50855,134686,2
50855,134754,2
50855,19433,2
50855,134780,2
50855,50572,2
50855,134782,2
50855,134788,2
50855,134832,2
50855,19446,2
50855,134834,2
50855,134836,2
50855,19455,2
50855,19457,2
50855,19465,2
50855,19467,2
50855,50586,2
50855,19473,2
50855,19477,2
50855,134848,2
50855,19491,2
50855,134874,2
50855,19494,2
50855,134882,2
50855,134887,2
50855,50607,2
50855,134895,2
50855,19505,2
50855,19506,2
50855,134896,2
50855,19513,2
50855,19522,2
50855,134915,2
50855,19528,2
50855,19530,2
50855,50635,2
50855,134926,2
50855,134947,2
50855,134950,2
50855,50651,2
50855,134959,2
50855,50663,2
50855,50666,2
50855,50672,2
50855,19590,2
50855,134965,2
50855,134982,2
50855,135008,2
50855,135015,2
50855,135033,2
50855,135035,2
50855,135037,2
50855,135041,2
50855,135056,2
50855,135060,2
50855,50721,2
50855,19645,2
50855,135105,2
50855,19653,2
50855,19655,2
50855,135117,2
50855,135155,2
50855,19667,2
50855,135194,2
50855,135197,2
50855,135222,2
50855,135230,2
50855,19685,2
50855,50741,2
50855,50744,2
50855,50751,2
50855,135240,2
50855,50757,2
50855,135242,2
50855,135255,2
50855,50772,2
50855,135283,2
50855,50790,2
50855,19744,2
50855,50792,2
50855,50793,2
50855,135300,2
50855,50800,2
50855,50803,2
50855,19768,2
50855,50804,2
50855,135336,2
50855,19781,2
50855,135370,2
50855,50822,2
50855,19803,2
50855,50826,2
50855,19811,2
50855,135387,2
50855,135420,2
50855,135475,2
50855,19827,2
50855,50838,2
50855,135486,2
50855,135541,2
50855,50845,2
50855,135546,2
50855,135554,2
50855,135556,2
50855,135570,2
50855,19857,2
50855,135572,2
50855,135592,2
50855,19880,2
50855,135620,2
50855,135632,2
50855,135633,2
50855,135652,2
50855,135669,2
50855,135696,2
50855,135704,2
50855,135720,2
50855,135726,2
50855,50922,2
50855,19915,2
50855,19923,2
50855,19930,2
50855,135735,2
50855,19937,2
50855,135745,2
50855,50926,2
50855,135753,2
50855,19954,2
50855,135772,2
50855,19968,2
50855,50941,2
50855,135794,2
50855,135799,2
50855,19986,2
50855,19992,2
50855,50951,2
50855,50965,2
50855,135807,2
50855,50969,2
50855,135810,2
50855,50973,2
50855,135813,2
50855,135819,2
50855,135828,2
50855,135831,2
50855,50992,2
50855,50995,2
50855,20037,2
50855,20040,2
50855,135862,2
50855,135873,2
50855,135888,2
50855,135890,2
50855,20054,2
50855,135894,2
50855,20061,2
50855,135906,2
50855,135917,2
50855,135956,2
50855,51016,2
50855,20086,2
50855,135974,2
50855,135987,2
50855,51049,2
50855,136015,2
50855,136025,2
50855,136028,2
50855,20116,2
50855,20122,2
50855,20124,2
50855,20127,2
50855,136039,2
50855,136048,2
50855,136049,2
50855,136051,2
50855,51069,2
50855,20145,2
50855,136071,2
50855,51085,2
50855,136073,2
50855,136082,2
50855,136087,2
50855,136088,2
50855,20164,2
50855,20165,2
50855,51100,2
50855,20182,2
50855,51103,2
50855,136093,2
50855,136097,2
50855,51113,2
50855,136105,2
50855,136115,2
50855,136117,2
50855,136148,2
50855,20209,2
50855,136160,2
50855,51141,2
50855,51144,2
50855,136164,2
50855,136183,2
50855,136186,2
50855,136187,2
50855,136214,2
50855,20234,2
50855,20235,2
50855,136228,2
50855,20241,2
50855,136238,2
50855,136259,2
50855,20252,2
50855,20255,2
50855,20257,2
50855,20262,2
50855,136283,2
50855,20270,2
50855,136293,2
50855,136300,2
50855,136301,2
50855,136303,2
50855,51176,2
50855,136320,2
50855,51182,2
50855,136326,2
50855,20288,2
50855,136328,2
50855,136355,2
50855,136431,2
50855,136439,2
50855,136450,2
50855,136473,2
50855,136486,2
50855,136567,2
50855,136578,2
50855,136595,2
50855,136599,2
50855,20335,2
50855,51226,2
50855,136609,2
50855,51237,2
50855,136616,2
50855,136673,2
50855,51241,2
50855,20361,2
50855,136680,2
50855,136692,2
50855,51249,2
50855,20375,2
50855,20383,2
50855,20384,2
50855,51251,2
50855,20388,2
50855,136702,2
50855,136708,2
50855,51258,2
50855,136730,2
50855,136743,2
50855,136839,2
50855,136931,2
50855,20412,2
50855,51286,2
50855,136960,2
50855,136964,2
50855,20420,2
50855,136998,2
50855,137022,2
50855,137024,2
50855,20446,2
50855,137046,2
50855,51318,2
50855,137064,2
50855,137086,2
50855,137090,2
50855,51354,2
50855,137096,2
50855,51359,2
50855,51360,2
50855,137108,2
50855,51370,2
50855,137122,2
50855,137124,2
50855,137132,2
50855,20520,2
50855,137139,2
50855,51384,2
50855,20543,2
50855,137145,2
50855,137179,2
50855,137194,2
50855,137204,2
50855,20580,2
50855,137205,2
50855,137209,2
50855,137224,2
50855,137230,2
50855,51415,2
50855,137238,2
50855,20593,2
50855,20601,2
50855,137242,2
50855,137243,2
50855,51439,2
50855,137255,2
50855,137264,2
50855,20634,2
50855,51462,2
50855,137272,2
50855,137280,2
50855,51468,2
50855,51471,2
50855,137368,2
50855,137387,2
50855,137391,2
50855,137405,2
50855,20675,2
50855,137422,2
50855,137427,2
50855,51528,2
50855,20683,2
50855,51532,2
50855,137439,2
50855,20693,2
50855,51546,2
50855,20701,2
50855,51549,2
50855,137451,2
50855,20720,2
50855,137482,2
50855,51563,2
50855,51570,2
50855,51571,2
50855,137489,2
50855,137502,2
50855,20770,2
50855,137508,2
50855,137528,2
50855,20780,2
50855,20781,2
50855,20787,2
50855,137530,2
50855,137543,2
50855,137597,2
50855,137682,2
50855,137683,2
50855,20799,2
50855,137760,2
50855,137775,2
50855,51614,2
50855,20806,2
50855,137800,2
50855,137813,2
50855,137821,2
50855,20810,2
50855,20817,2
50855,20820,2
50855,137830,2
50855,51633,2
50855,137850,2
50855,137854,2
50855,51647,2
50855,137885,2
50855,51649,2
50855,51652,2
50855,20858,2
50855,137920,2
50855,51664,2
50855,137932,2
50855,137935,2
50855,20874,2
50855,51683,2
50855,20877,2
50855,137959,2
50855,137990,2
50855,137991,2
50855,137997,2
50855,20893,2
50855,20900,2
50855,138000,2
50855,138026,2
50855,138043,2
50855,138115,2
50855,20929,2
50855,20937,2
50855,20941,2
50855,138140,2
50855,138148,2
50855,138151,2
50855,20956,2
50855,138164,2
50855,138196,2
50855,20965,2
50855,20973,2
50855,20978,2
50855,20979,2
50855,138217,2
50855,138243,2
50855,138246,2
50855,11,2
50855,138277,2
50855,138279,2
50855,138291,2
50855,21018,2
50855,51752,2
50855,138301,2
50855,51760,2
50855,138305,2
50855,26,2
50855,138382,2
50855,51782,2
50855,138387,2
50855,21055,2
50855,138415,2
50855,51788,2
50855,51789,2
50855,138419,2
50855,21067,2
50855,21074,2
50855,21099,2
50855,138443,2
50855,21107,2
50855,138459,2
50855,138464,2
50855,21119,2
50855,51808,2
50855,51817,2
50855,51830,2
50855,21130,2
50855,51834,2
50855,51837,2
50855,51843,2
50855,51880,2
50855,51899,2
50855,51913,2
50855,51914,2
50855,51931,2
50855,51945,2
50855,51969,2
50855,51977,2
50855,51980,2
50855,51991,2
50855,21198,2
50855,52009,2
50855,52011,2
50855,52070,2
50855,21220,2
50855,52087,2
50855,52092,2
50855,52098,2
50855,52105,2
50855,52108,2
50855,52129,2
50855,21254,2
50855,52139,2
50855,21266,2
50855,52140,2
50855,52160,2
50855,52251,2
50855,21288,2
50855,52290,2
50855,52295,2
50855,52302,2
50855,52310,2
50855,52315,2
50855,52317,2
50855,52334,2
50855,21321,2
50855,52376,2
50855,21328,2
50855,21329,2
50855,52378,2
50855,52385,2
50855,52387,2
50855,21343,2
50855,52401,2
50855,52407,2
50855,21349,2
50855,52410,2
50855,52439,2
50855,52462,2
50855,52464,2
50855,52470,2
50855,52507,2
50855,52520,2
50855,52559,2
50855,21392,2
50855,52575,2
50855,21403,2
50855,52611,2
50855,21408,2
50855,52614,2
50855,52619,2
50855,52650,2
50855,21415,2
50855,52665,2
50855,52667,2
50855,52704,2
50855,52738,2
50855,52740,2
50855,52741,2
50855,52760,2
50855,21433,2
50855,52776,2
50855,52818,2
50855,52843,2
50855,52868,2
50855,52914,2
50855,21443,2
50855,52934,2
50855,52954,2
50855,52963,2
50855,52986,2
50855,52992,2
50855,53007,2
50855,53017,2
50855,53051,2
50855,53061,2
50855,53067,2
50855,53087,2
50855,21486,2
50855,53089,2
50855,53097,2
50855,53116,2
50855,21508,2
50855,53217,2
50855,21517,2
50855,21523,2
50855,53221,2
50855,53235,2
50855,53243,2
50855,53246,2
50855,21531,2
50855,53258,2
50855,53313,2
50855,53329,2
50855,53371,2
50855,53444,2
50855,53445,2
50855,53448,2
50855,53465,2
50855,53477,2
50855,53484,2
50855,53499,2
50855,53500,2
50855,53504,2
50855,53524,2
50855,53538,2
50855,53552,2
50855,53570,2
50855,21587,2
50855,53598,2
50855,21593,2
50855,21594,2
50855,53622,2
50855,21599,2
50855,21601,2
50855,53632,2
50855,53636,2
50855,21617,2
50855,21623,2
50855,53656,2
50855,53665,2
50855,21630,2
50855,53675,2
50855,53685,2
50855,53693,2
50855,21655,2
50855,53708,2
50855,53717,2
50855,53723,2
50855,53734,2
50855,53741,2
50855,53752,2
50855,53790,2
50855,53792,2
50855,53798,2
50855,53801,2
50855,53816,2
50855,53832,2
50855,53879,2
50855,53890,2
50855,53891,2
50855,53894,2
50855,21759,2
50855,53898,2
50855,53925,2
50855,53932,2
50855,21780,2
50855,53964,2
50855,53972,2
50855,53992,2
50855,21806,2
50855,53994,2
50855,54075,2
50855,21811,2
50855,54085,2
50855,54106,2
50855,54132,2
50855,21826,2
50855,54138,2
50855,54148,2
50855,54152,2
50855,54159,2
50855,21845,2
50855,54160,2
50855,54163,2
50855,54177,2
50855,21859,2
50855,54210,2
50855,21865,2
50855,21868,2
50855,54227,2
50855,21872,2
50855,54250,2
50855,21884,2
50855,54251,2
50855,54257,2
50855,21899,2
50855,21900,2
50855,54261,2
50855,21909,2
50855,54291,2
50855,54302,2
50855,54330,2
50855,21934,2
50855,54347,2
50855,54358,2
50855,54359,2
50855,54372,2
50855,54378,2
50855,54383,2
50855,54388,2
50855,54401,2
50855,54412,2
50855,21968,2
50855,54428,2
50855,21973,2
50855,54431,2
50855,21983,2
50855,54448,2
50855,54455,2
50855,54456,2
50855,22003,2
50855,54458,2
50855,54464,2
50855,22017,2
50855,22023,2
50855,54489,2
50855,54494,2
50855,54498,2
50855,22041,2
50855,54499,2
50855,54532,2
50855,54537,2
50855,54551,2
50855,22063,2
50855,54559,2
50855,54561,2
50855,54566,2
50855,54586,2
50855,54594,2
50855,22082,2
50855,54598,2
50855,54603,2
50855,54608,2
50855,22090,2
50855,54610,2
50855,54628,2
50855,22093,2
50855,54644,2
50855,54656,2
50855,54662,2
50855,22107,2
50855,22121,2
50855,22125,2
50855,54666,2
50855,54674,2
50855,54695,2
50855,54699,2
50855,22140,2
50855,22141,2
50855,54716,2
50855,54729,2
50855,54799,2
50855,54808,2
50855,54812,2
50855,54819,2
50855,54851,2
50855,22172,2
50855,54869,2
50855,54875,2
50855,54881,2
50855,54893,2
50855,54910,2
50855,54989,2
50855,22215,2
50855,22222,2
50855,54990,2
50855,22235,2
50855,22246,2
50855,54997,2
50855,55032,2
50855,22253,2
50855,55049,2
50855,55056,2
50855,55059,2
50855,55065,2
50855,55104,2
50855,55126,2
50855,55147,2
50855,55153,2
50855,55168,2
50855,55176,2
50855,22279,2
50855,55186,2
50855,55199,2
50855,22286,2
50855,55200,2
50855,22295,2
50855,22302,2
50855,55235,2
50855,55256,2
50855,55263,2
50855,55287,2
50855,22315,2
50855,22321,2
50855,55295,2
50855,55297,2
50855,55299,2
50855,55328,2
50855,55374,2
50855,55395,2
50855,55403,2
50855,22343,2
50855,22349,2
50855,22357,2
50855,22371,2
50855,55449,2
50855,22375,2
50855,55456,2
50855,22378,2
50855,55466,2
50855,55470,2
50855,55472,2
50855,55481,2
50855,55498,2
50855,55507,2
50855,22408,2
50855,55521,2
50855,22422,2
50855,55546,2
50855,22427,2
50855,55563,2
50855,22435,2
50855,55573,2
50855,55582,2
50855,55588,2
50855,55597,2
50855,22494,2
50855,22500,2
50855,22501,2
50855,55626,2
50855,55634,2
50855,22514,2
50855,55639,2
50855,55672,2
50855,55679,2
50855,55688,2
50855,22533,2
50855,55692,2
50855,55698,2
50855,55729,2
50855,55760,2
50855,55798,2
50855,55813,2
50855,22544,2
50855,55836,2
50855,55846,2
50855,55934,2
50855,55944,2
50855,55949,2
50855,55956,2
50855,22568,2
50855,55957,2
50855,22575,2
50855,55982,2
50855,56023,2
50855,56029,2
50855,22584,2
50855,56034,2
50855,56043,2
50855,56081,2
50855,56115,2
50855,56117,2
50855,56130,2
50855,56136,2
50855,22608,2
50855,56147,2
50855,22624,2
50855,56155,2
50855,56159,2
50855,56167,2
50855,56173,2
50855,22650,2
50855,56177,2
50855,56182,2
50855,56184,2
50855,22656,2
50855,56193,2
50855,56220,2
50855,56225,2
50855,22674,2
50855,56226,2
50855,22678,2
50855,56286,2
50855,56311,2
50855,56380,2
50855,56394,2
50855,56411,2
50855,22696,2
50855,22698,2
50855,22703,2
50855,22705,2
50855,56416,2
50855,56434,2
50855,56440,2
50855,56451,2
50855,22723,2
50855,22727,2
50855,22729,2
50855,56461,2
50855,56463,2
50855,56535,2
50855,56547,2
50855,56556,2
50855,56563,2
50855,56568,2
50855,22760,2
50855,56576,2
50855,56615,2
50855,56635,2
50855,56643,2
50855,22788,2
50855,56662,2
50855,22804,2
50855,22806,2
50855,56675,2
50855,56678,2
50855,56684,2
50855,22824,2
50855,56687,2
50855,22834,2
50855,56688,2
50855,56704,2
50855,56711,2
50855,56721,2
50855,56732,2
50855,56755,2
50855,56757,2
50855,56758,2
50855,56781,2
50855,22873,2
50855,56786,2
50855,56866,2
50855,22888,2
50855,56876,2
50855,22901,2
50855,56923,2
50855,56925,2
50855,56926,2
50855,56951,2
50855,22929,2
50855,56963,2
50855,56975,2
50855,56977,2
50855,22942,2
50855,22943,2
50855,22944,2
50855,56985,2
50855,57005,2
50855,22955,2
50855,57014,2
50855,57019,2
50855,57020,2
50855,57024,2
50855,22972,2
50855,57043,2
50855,57053,2
50855,57060,2
50855,22988,2
50855,57068,2
50855,57107,2
50855,57122,2
50855,57171,2
50855,57180,2
50855,57185,2
50855,57191,2
50855,57196,2
50855,57218,2
50855,57248,2
50855,57249,2
50855,57257,2
50855,23039,2
50855,57267,2
50855,57280,2
50855,57291,2
50855,57308,2
50855,57326,2
50855,57350,2
50855,57369,2
50855,23088,2
50855,57374,2
50855,23095,2
50855,23098,2
50855,57421,2
50855,57423,2
50855,23103,2
50855,57424,2
50855,57440,2
50855,57458,2
50855,57481,2
50855,57491,2
50855,57516,2
50855,57517,2
50855,57518,2
50855,23158,2
50855,57543,2
50855,23171,2
50855,57547,2
50855,57584,2
50855,57596,2
50855,23181,2
50855,57601,2
50855,57608,2
50855,57614,2
50855,57615,2
50855,57637,2
50855,57639,2
50855,57650,2
50855,57666,2
50855,23223,2
50855,57671,2
50855,23236,2
50855,57681,2
50855,57744,2
50855,57763,2
50855,57767,2
50855,23268,2
50855,57769,2
50855,23274,2
50855,57804,2
50855,57826,2
50855,57830,2
50855,23283,2
50855,23285,2
50855,57839,2
50855,57856,2
50855,57860,2
50855,57865,2
50855,23308,2
50855,57872,2
50855,57890,2
50855,23321,2
50855,57906,2
50855,57909,2
50855,57921,2
50855,23334,2
50855,23337,2
50855,57971,2
50855,23349,2
50855,57981,2
50855,23352,2
50855,57993,2
50855,58009,2
50855,58038,2
50855,58063,2
50855,58087,2
50855,23375,2
50855,23377,2
50855,23381,2
50855,58091,2
50855,58108,2
50855,58120,2
50855,58127,2
50855,58139,2
50855,58217,2
50855,58225,2
50855,58231,2
50855,58233,2
50855,58239,2
50855,58241,2
50855,58282,2
50855,23437,2
50855,58288,2
50855,23463,2
50855,58295,2
50855,58313,2
50855,58321,2
50855,58333,2
50855,23478,2
50855,58360,2
50855,58368,2
50855,23488,2
50855,58371,2
50855,23496,2
50855,23498,2
50855,58389,2
50855,58402,2
50855,58419,2
50855,58426,2
50855,23514,2
50855,58441,2
50855,23520,2
50855,58451,2
50855,23522,2
50855,23525,2
50855,23526,2
50855,23527,2
50855,23528,2
50855,58497,2
50855,23535,2
50855,58498,2
50855,58531,2
50855,58558,2
50855,58614,2
50855,58628,2
50855,58636,2
50855,58637,2
50855,58638,2
50855,23566,2
50855,23571,2
50855,58684,2
50855,23581,2
50855,58688,2
50855,58690,2
50855,58694,2
50855,58700,2
50855,58706,2
50855,58708,2
50855,58738,2
50855,58753,2
50855,58763,2
50855,58769,2
50855,58792,2
50855,23614,2
50855,58812,2
50855,58827,2
50855,58846,2
50855,58866,2
50855,58883,2
50855,58884,2
50855,58894,2
50855,58907,2
50855,58927,2
50855,23656,2
50855,58931,2
50855,58953,2
50855,58973,2
50855,58975,2
50855,23678,2
50855,59027,2
50855,59093,2
50855,59097,2
50855,59098,2
50855,59104,2
50855,59107,2
50855,59117,2
50855,59118,2
50855,59123,2
50855,23714,2
50855,59125,2
50855,59139,2
50855,59141,2
50855,59153,2
50855,59163,2
50855,23737,2
50855,23739,2
50855,23742,2
50855,59167,2
50855,59174,2
50855,59190,2
50855,23769,2
50855,59203,2
50855,59207,2
50855,59226,2
50855,59235,2
50855,59274,2
50855,59275,2
50855,59305,2
50855,23786,2
50855,59315,2
50855,59317,2
50855,59337,2
50855,59365,2
50855,59368,2
50855,59369,2
50855,59370,2
50855,59372,2
50855,23837,2
50855,59409,2
50855,59443,2
50855,23847,2
50855,59464,2
50855,59485,2
50855,23859,2
50855,23862,2
50855,59527,2
50855,23864,2
50855,59531,2
50855,59548,2
50855,59553,2
50855,59574,2
50855,23880,2
50855,23887,2
50855,59594,2
50855,59641,2
50855,59666,2
50855,59683,2
50855,59694,2
50855,59719,2
50855,59726,2
50855,59734,2
50855,23923,2
50855,59735,2
50855,59767,2
50855,59795,2
50855,59796,2
50855,59813,2
50855,23960,2
50855,59823,2
50855,59829,2
50855,59847,2
50855,59923,2
50855,59929,2
50855,59937,2
50855,59939,2
50855,59941,2
50855,59962,2
50855,24004,2
50855,60005,2
50855,60022,2
50855,60025,2
50855,60065,2
50855,60081,2
50855,60160,2
50855,60172,2
50855,60179,2
50855,60188,2
50855,60198,2
50855,60214,2
50855,60223,2
50855,24040,2
50855,24045,2
50855,60231,2
50855,60265,2
50855,60293,2
50855,60297,2
50855,60305,2
50855,60309,2
50855,60319,2
50855,60327,2
50855,60336,2
50855,60358,2
50855,60361,2
50855,60364,2
50855,60371,2
50855,60381,2
50855,60385,2
50855,60413,2
50855,24119,2
50855,60421,2
50855,60423,2
50855,24122,2
50855,24126,2
50855,60438,2
50855,60440,2
50855,24142,2
50855,60444,2
50855,60468,2
50855,60496,2
50855,24157,2
50855,24158,2
50855,60501,2
50855,24161,2
50855,60510,2
50855,60556,2
50855,24171,2
50855,24180,2
50855,60559,2
50855,24192,2
50855,60587,2
50855,60592,2
50855,60598,2
50855,24198,2
50855,60612,2
50855,60615,2
50855,24204,2
50855,60653,2
50855,24212,2
50855,24216,2
50855,60669,2
50855,24219,2
50855,60697,2
50855,60731,2
50855,60737,2
50855,60763,2
50855,24236,2
50855,24239,2
50855,60792,2
50855,24250,2
50855,60798,2
50855,24257,2
50855,60816,2
50855,60821,2
50855,60891,2
50855,24263,2
50855,24269,2
50855,60911,2
50855,60944,2
50855,60958,2
50855,60966,2
50855,60974,2
50855,24301,2
50855,60975,2
50855,24304,2
50855,24307,2
50855,60989,2
50855,60990,2
50855,24322,2
50855,60998,2
50855,61000,2
50855,61012,2
50855,61021,2
50855,24345,2
50855,24347,2
50855,61027,2
50855,61032,2
50855,24358,2
50855,24366,2
50855,61038,2
50855,24373,2
50855,61063,2
50855,61068,2
50855,24381,2
50855,24388,2
50855,61069,2
50855,24390,2
50855,61091,2
50855,61109,2
50855,24401,2
50855,61135,2
50855,61148,2
50855,24419,2
50855,61172,2
50855,24423,2
50855,61179,2
50855,61204,2
50855,61230,2
50855,24450,2
50855,61248,2
50855,24454,2
50855,61258,2
50855,61288,2
50855,61318,2
50855,24485,2
50855,61319,2
50855,61326,2
50855,61328,2
50855,61334,2
50855,24505,2
50855,61458,2
50855,61468,2
50855,61469,2
50855,24528,2
50855,24533,2
50855,24536,2
50855,61496,2
50855,61503,2
50855,61505,2
50855,61509,2
50855,24562,2
50855,24563,2
50855,61568,2
50855,24565,2
50855,61592,2
50855,24571,2
50855,61601,2
50855,24573,2
50855,61604,2
50855,61627,2
50855,61637,2
50855,61648,2
50855,24600,2
50855,61659,2
50855,61662,2
50855,61663,2
50855,24616,2
50855,24621,2
50855,61664,2
50855,61671,2
50855,61686,2
50855,61713,2
50855,61716,2
50855,24642,2
50855,61718,2
50855,61739,2
50855,61740,2
50855,61742,2
50855,61744,2
50855,61748,2
50855,61761,2
50855,24675,2
50855,24681,2
50855,61769,2
50855,24688,2
50855,61782,2
50855,61835,2
50855,61858,2
50855,61881,2
50855,61882,2
50855,61893,2
50855,24715,2
50855,61899,2
50855,61903,2
50855,61920,2
50855,61945,2
50855,61969,2
50855,24740,2
50855,61982,2
50855,24748,2
50855,61987,2
50855,61989,2
50855,62005,2
50855,62009,2
50855,62046,2
50855,62063,2
50855,62070,2
50855,24776,2
50855,62096,2
50855,24781,2
50855,24783,2
50855,24784,2
50855,62102,2
50855,62106,2
50855,62151,2
50855,62153,2
50855,24797,2
50855,24804,2
50855,62154,2
50855,62203,2
50855,62235,2
50855,62253,2
50855,62269,2
50855,62273,2
50855,62286,2
50855,62300,2
50855,62353,2
50855,24835,2
50855,62361,2
50855,62379,2
50855,24850,2
50855,62387,2
50855,62396,2
50855,24870,2
50855,62411,2
50855,62420,2
50855,62453,2
50855,62485,2
50855,62490,2
50855,62502,2
50855,62509,2
50855,24901,2
50855,24905,2
50855,62533,2
50855,62558,2
50855,62566,2
50855,62573,2
50855,24915,2
50855,62579,2
50855,62584,2
50855,62594,2
50855,24928,2
50855,62606,2
50855,62621,2
50855,24934,2
50855,62624,2
50855,62644,2
50855,62659,2
50855,62683,2
50855,62698,2
50855,62703,2
50855,62706,2
50855,62725,2
50855,62731,2
50855,62759,2
50855,62762,2
50855,24992,2
50855,62770,2
50855,24995,2
50855,62775,2
50855,62780,2
50855,25004,2
50855,62811,2
50855,62853,2
50855,25008,2
50855,25019,2
50855,62865,2
50855,25022,2
50855,62882,2
50855,62887,2
50855,62937,2
50855,62938,2
50855,62946,2
50855,62974,2
50855,62993,2
50855,63034,2
50855,63051,2
50855,25060,2
50855,63058,2
50855,25069,2
50855,25071,2
50855,63062,2
50855,25076,2
50855,63072,2
50855,63078,2
50855,63079,2
50855,25081,2
50855,25091,2
50855,25093,2
50855,63131,2
50855,63151,2
50855,25102,2
50855,63154,2
50855,63198,2
50855,63211,2
50855,25116,2
50855,25126,2
50855,63228,2
50855,63253,2
50855,63269,2
50855,63279,2
50855,63289,2
50855,63294,2
50855,25147,2
50855,63329,2
50855,63401,2
50855,25172,2
50855,63410,2
50855,25178,2
50855,63417,2
50855,63451,2
50855,63453,2
50855,63469,2
50855,63494,2
50855,63495,2
50855,25202,2
50855,63511,2
50855,25206,2
50855,63516,2
50855,63549,2
50855,63550,2
50855,63558,2
50855,63580,2
50855,25230,2
50855,25236,2
50855,25239,2
50855,63593,2
50855,63596,2
50855,63614,2
50855,25254,2
50855,63627,2
50855,63675,2
50855,63681,2
50855,63686,2
50855,25276,2
50855,63728,2
50855,63757,2
50855,63758,2
50855,63766,2
50855,63772,2
50855,25302,2
50855,63795,2
50855,63804,2
50855,63810,2
50855,63858,2
50855,25322,2
50855,63885,2
50855,63909,2
50855,63913,2
50855,63922,2
50855,25334,2
50855,63932,2
50855,63945,2
50855,63957,2
50855,63959,2
50855,63994,2
50855,64018,2
50855,25357,2
50855,64033,2
50855,25360,2
50855,64051,2
50855,64059,2
50855,64073,2
50855,25382,2
50855,64080,2
50855,64082,2
50855,25398,2
50855,25401,2
50855,64084,2
50855,64094,2
50855,64110,2
50855,25414,2
50855,64113,2
50855,64131,2
50855,64152,2
50855,64159,2
50855,64217,2
50855,64219,2
50855,25429,2
50855,64225,2
50855,25431,2
50855,25432,2
50855,64228,2
50855,64253,2
50855,64288,2
50855,25441,2
50855,64306,2
50855,25447,2
50855,25450,2
50855,64352,2
50855,64355,2
50855,25459,2
50855,25460,2
50855,64364,2
50855,64402,2
50855,25475,2
50855,25478,2
50855,64404,2
50855,64443,2
50855,64471,2
50855,25500,2
50855,64478,2
50855,64480,2
50855,64501,2
50855,64514,2
50855,64520,2
50855,64526,2
50855,64536,2
50855,25531,2
50855,25532,2
50855,64564,2
50855,64574,2
50855,64590,2
50855,25541,2
50855,25545,2
50855,64598,2
50855,64604,2
50855,64614,2
50855,25558,2
50855,25565,2
50855,25566,2
50855,64615,2
50855,64616,2
50855,64625,2
50855,64636,2
50855,25583,2
50855,64655,2
50855,64666,2
50855,64672,2
50855,64699,2
50855,25591,2
50855,64730,2
50855,25596,2
50855,64734,2
50855,64744,2
50855,64765,2
50855,25619,2
50855,64777,2
50855,64780,2
50855,25642,2
50855,25645,2
50855,25646,2
50855,25651,2
50855,25653,2
50855,64786,2
50855,64821,2
50855,25664,2
50855,64822,2
50855,64841,2
50855,64844,2
50855,64882,2
50855,25674,2
50855,64893,2
50855,64894,2
50855,64896,2
50855,64910,2
50855,64917,2
